lon,lat,mes,ano,prev_1_mes,prev_2_meses,prev_3_meses,regiao_hidro,Real,inter_pr_1,inter_pr_2,inter_pr_3
-40.5,-3.0,4,2015,84.27307,49.820984,21.550192,Bacia do Coreaú,137.11,50.1 a 100,0 a 50,0 a 50
-40.25,-3.0,4,2015,81.471436,50.209675,22.895842,Bacia do Coreaú,107.53,50.1 a 100,50.1 a 100,0 a 50
-39.75,-4.5,4,2015,58.79675,31.619572,23.419294,Bacia do Curu,70.18,50.1 a 100,0 a 50,0 a 50
-39.25,-4.5,4,2015,73.08631,46.89694,27.297153,Bacia do Curu,52.23,50.1 a 100,0 a 50,0 a 50
-39.75,-4.25,4,2015,62.398228,41.467598,24.574583,Bacia do Curu,48.9,50.1 a 100,0 a 50,0 a 50
-39.5,-4.25,4,2015,63.982075,38.017582,28.004538,Bacia do Curu,54.17,50.1 a 100,0 a 50,0 a 50
-39.25,-4.25,4,2015,66.76039,47.343464,26.205126,Bacia do Curu,60.07,50.1 a 100,0 a 50,0 a 50
-39.0,-4.25,4,2015,70.06867,53.403866,35.896145,Bacia do Curu,123.06,50.1 a 100,50.1 a 100,0 a 50
-39.75,-4.0,4,2015,61.766964,35.07114,23.531948,Bacia do Curu,64.98,50.1 a 100,0 a 50,0 a 50
-39.5,-4.0,4,2015,64.877045,46.673664,27.593147,Bacia do Curu,68.68,50.1 a 100,0 a 50,0 a 50
-39.25,-4.0,4,2015,69.34261,47.006233,27.343073,Bacia do Curu,79.39,50.1 a 100,0 a 50,0 a 50
-39.0,-4.0,4,2015,70.29184,52.370434,36.418266,Bacia do Curu,96.77,50.1 a 100,50.1 a 100,0 a 50
-39.5,-3.75,4,2015,60.747612,33.54753,25.744366,Bacia do Curu,77.72,50.1 a 100,0 a 50,0 a 50
-39.25,-3.75,4,2015,64.47427,35.550236,24.67623,Bacia do Curu,72.66,50.1 a 100,0 a 50,0 a 50
-39.25,-3.5,4,2015,46.32229,19.751326,18.475466,Bacia do Curu,99.73,0 a 50,0 a 50,0 a 50
-40.0,-4.0,4,2015,61.426506,29.352896,21.308628,Bacia do Litoral,50.48,50.1 a 100,0 a 50,0 a 50
-40.0,-3.75,4,2015,59.460533,24.642736,17.973906,Bacia do Litoral,42.41,50.1 a 100,0 a 50,0 a 50
-39.75,-3.75,4,2015,59.550106,27.714773,21.240408,Bacia do Litoral,45.79,50.1 a 100,0 a 50,0 a 50
-40.0,-3.5,4,2015,65.86971,35.46934,22.509068,Bacia do Litoral,55.9,50.1 a 100,0 a 50,0 a 50
-39.75,-3.5,4,2015,66.49476,34.991398,26.675013,Bacia do Litoral,75.99,50.1 a 100,0 a 50,0 a 50
-39.5,-3.5,4,2015,56.116127,32.2015,21.386642,Bacia do Litoral,94.8,50.1 a 100,0 a 50,0 a 50
-40.0,-3.25,4,2015,66.56381,34.22683,16.809374,Bacia do Litoral,76.16,50.1 a 100,0 a 50,0 a 50
-39.75,-3.25,4,2015,74.94406,37.937256,25.380198,Bacia do Litoral,105.82,50.1 a 100,0 a 50,0 a 50
-39.5,-3.25,4,2015,35.912407,11.200762,17.764698,Bacia do Litoral,53.54,0 a 50,0 a 50,0 a 50
-40.0,-3.0,4,2015,82.08806,51.322723,23.660498,Bacia do Litoral,119.12,50.1 a 100,50.1 a 100,0 a 50
-39.75,-3.0,4,2015,77.240685,41.585285,27.377228,Bacia do Litoral,110.64,50.1 a 100,0 a 50,0 a 50
-38.75,-6.25,4,2015,76.95825,29.360765,24.892366,Bacia do Medio Jaguaribe,104.59,50.1 a 100,0 a 50,0 a 50
-39.0,-6.0,4,2015,60.453857,32.956444,27.528494,Bacia do Medio Jaguaribe,154.54,50.1 a 100,0 a 50,0 a 50
-38.75,-6.0,4,2015,65.6026,43.959805,26.8779,Bacia do Medio Jaguaribe,137.86,50.1 a 100,0 a 50,0 a 50
-38.5,-6.0,4,2015,63.862373,41.80159,29.044075,Bacia do Medio Jaguaribe,142.54,50.1 a 100,0 a 50,0 a 50
-38.25,-6.0,4,2015,62.195972,42.164825,28.567986,Bacia do Medio Jaguaribe,135.4,50.1 a 100,0 a 50,0 a 50
-39.25,-5.75,4,2015,55.854576,22.614737,23.27291,Bacia do Medio Jaguaribe,116.72,50.1 a 100,0 a 50,0 a 50
-39.0,-5.75,4,2015,61.912453,29.308176,28.057337,Bacia do Medio Jaguaribe,151.96,50.1 a 100,0 a 50,0 a 50
-38.75,-5.75,4,2015,61.878147,36.276688,25.849333,Bacia do Medio Jaguaribe,146.56,50.1 a 100,0 a 50,0 a 50
-38.5,-5.75,4,2015,60.374054,36.212334,27.455917,Bacia do Medio Jaguaribe,130.34,50.1 a 100,0 a 50,0 a 50
-38.25,-5.75,4,2015,61.868797,35.184135,25.81144,Bacia do Medio Jaguaribe,115.68,50.1 a 100,0 a 50,0 a 50
-38.75,-5.5,4,2015,58.89803,32.831303,25.293142,Bacia do Medio Jaguaribe,153.21,50.1 a 100,0 a 50,0 a 50
-38.5,-5.5,4,2015,59.60837,34.14206,25.695827,Bacia do Medio Jaguaribe,156.93,50.1 a 100,0 a 50,0 a 50
-38.25,-5.5,4,2015,59.812305,34.44157,25.888626,Bacia do Medio Jaguaribe,109.39,50.1 a 100,0 a 50,0 a 50
-38.0,-5.5,4,2015,56.14127,32.37941,24.246256,Bacia do Medio Jaguaribe,82.76,50.1 a 100,0 a 50,0 a 50
-38.25,-5.25,4,2015,61.50137,34.606705,26.822708,Bacia do Medio Jaguaribe,76.05,50.1 a 100,0 a 50,0 a 50
-39.0,-7.75,4,2015,70.57353,27.532907,29.530764,Bacia do Salgado,51.33,50.1 a 100,0 a 50,0 a 50
-39.25,-7.5,4,2015,77.269455,31.204603,28.132996,Bacia do Salgado,93.34,50.1 a 100,0 a 50,0 a 50
-39.0,-7.5,4,2015,88.40129,32.967007,27.081219,Bacia do Salgado,90.81,50.1 a 100,0 a 50,0 a 50
-38.75,-7.5,4,2015,88.21496,37.30044,27.939507,Bacia do Salgado,66.28,50.1 a 100,0 a 50,0 a 50
-39.5,-7.25,4,2015,78.746346,20.377111,20.22005,Bacia do Salgado,151.06,50.1 a 100,0 a 50,0 a 50
-39.25,-7.25,4,2015,88.6248,30.916883,28.138733,Bacia do Salgado,132.72,50.1 a 100,0 a 50,0 a 50
-39.0,-7.25,4,2015,75.577324,27.986834,24.024143,Bacia do Salgado,103.69,50.1 a 100,0 a 50,0 a 50
-38.75,-7.25,4,2015,84.85056,24.324053,24.451637,Bacia do Salgado,86.13,50.1 a 100,0 a 50,0 a 50
-39.25,-7.0,4,2015,82.98502,30.31397,24.02265,Bacia do Salgado,109.11,50.1 a 100,0 a 50,0 a 50
-39.0,-7.0,4,2015,84.311584,23.09073,24.331661,Bacia do Salgado,100.92,50.1 a 100,0 a 50,0 a 50
-38.75,-7.0,4,2015,85.322586,35.88829,27.04004,Bacia do Salgado,89.78,50.1 a 100,0 a 50,0 a 50
-39.25,-6.75,4,2015,80.03434,26.534029,22.495,Bacia do Salgado,104.61,50.1 a 100,0 a 50,0 a 50
-39.0,-6.75,4,2015,84.78317,28.933893,28.737238,Bacia do Salgado,117.87,50.1 a 100,0 a 50,0 a 50
-38.75,-6.75,4,2015,83.21858,38.811146,29.755268,Bacia do Salgado,115.24,50.1 a 100,0 a 50,0 a 50
-39.0,-6.5,4,2015,78.839836,28.655031,26.047434,Bacia do Salgado,122.14,50.1 a 100,0 a 50,0 a 50
-38.75,-6.5,4,2015,79.157616,30.061121,24.116741,Bacia do Salgado,110.17,50.1 a 100,0 a 50,0 a 50
-40.75,-6.0,4,2015,50.11964,12.526235,28.840178,Bacia dos Sertões de Crateús,90.1,50.1 a 100,0 a 50,0 a 50
-40.75,-5.75,4,2015,56.10342,12.533169,28.042973,Bacia dos Sertões de Crateús,109.07,50.1 a 100,0 a 50,0 a 50
-40.5,-5.75,4,2015,51.783993,8.624267,14.653972,Bacia dos Sertões de Crateús,79.09,50.1 a 100,0 a 50,0 a 50
-40.75,-5.5,4,2015,53.68244,14.07734,28.56459,Bacia dos Sertões de Crateús,77.71,50.1 a 100,0 a 50,0 a 50
-40.5,-5.5,4,2015,48.214058,8.923571,14.918703,Bacia dos Sertões de Crateús,57.87,0 a 50,0 a 50,0 a 50
-40.25,-5.5,4,2015,48.87537,10.237562,15.019015,Bacia dos Sertões de Crateús,66.02,0 a 50,0 a 50,0 a 50
-40.75,-5.25,4,2015,49.954025,20.767069,28.907475,Bacia dos Sertões de Crateús,69.44,0 a 50,0 a 50,0 a 50
-40.5,-5.25,4,2015,47.05588,16.3114,16.098665,Bacia dos Sertões de Crateús,55.13,0 a 50,0 a 50,0 a 50
-40.25,-5.25,4,2015,52.287212,18.959864,17.508892,Bacia dos Sertões de Crateús,51.68,50.1 a 100,0 a 50,0 a 50
-40.75,-5.0,4,2015,46.8352,28.634268,29.878653,Bacia dos Sertões de Crateús,79.77,0 a 50,0 a 50,0 a 50
-40.5,-5.0,4,2015,49.294403,19.408892,16.91821,Bacia dos Sertões de Crateús,61.66,0 a 50,0 a 50,0 a 50
-40.25,-5.0,4,2015,50.717644,18.933634,14.472165,Bacia dos Sertões de Crateús,44.81,50.1 a 100,0 a 50,0 a 50
-40.75,-4.75,4,2015,68.89526,38.68761,32.16812,Bacia dos Sertões de Crateús,96.71,50.1 a 100,0 a 50,0 a 50
-39.25,-4.75,5,2015,38.08388,22.308495,1.5417964,Bacia Metropolitana,66.97,0 a 50,0 a 50,0 a 50
-39.0,-4.75,5,2015,35.59669,23.82634,2.7597404,Bacia Metropolitana,60.44,0 a 50,0 a 50,0 a 50
-38.75,-4.75,5,2015,37.392494,28.318932,3.7769198,Bacia Metropolitana,65.26,0 a 50,0 a 50,0 a 50
-38.5,-4.75,5,2015,36.20487,25.824215,2.6047783,Bacia Metropolitana,51.69,0 a 50,0 a 50,0 a 50
-39.0,-4.5,5,2015,47.545345,28.312738,5.348484,Bacia Metropolitana,47.64,0 a 50,0 a 50,0 a 50
-38.75,-4.5,5,2015,42.494152,29.825958,5.588147,Bacia Metropolitana,38.98,0 a 50,0 a 50,0 a 50
-38.5,-4.5,5,2015,36.513966,29.022514,4.4211864,Bacia Metropolitana,28.76,0 a 50,0 a 50,0 a 50
-38.25,-4.5,5,2015,38.76442,26.315449,5.877771,Bacia Metropolitana,17.08,0 a 50,0 a 50,0 a 50
-38.0,-4.5,5,2015,36.23439,28.391722,4.634041,Bacia Metropolitana,14.3,0 a 50,0 a 50,0 a 50
-38.75,-4.25,5,2015,56.525066,39.23755,13.705492,Bacia Metropolitana,48.82,50.1 a 100,0 a 50,0 a 50
-38.5,-4.25,5,2015,42.894176,41.405922,8.430991,Bacia Metropolitana,31.8,0 a 50,0 a 50,0 a 50
-38.25,-4.25,5,2015,38.192318,49.62453,7.692354,Bacia Metropolitana,30.44,0 a 50,0 a 50,0 a 50
-38.75,-4.0,5,2015,50.084446,38.727158,14.920548,Bacia Metropolitana,36.24,50.1 a 100,0 a 50,0 a 50
-38.5,-4.0,5,2015,50.17411,52.028046,16.111769,Bacia Metropolitana,43.71,50.1 a 100,50.1 a 100,0 a 50
-38.25,-4.0,5,2015,49.205944,56.081253,12.778263,Bacia Metropolitana,35.44,0 a 50,50.1 a 100,0 a 50
-39.0,-3.75,5,2015,41.361042,26.0835,7.3876505,Bacia Metropolitana,20.57,0 a 50,0 a 50,0 a 50
-38.75,-3.75,5,2015,39.086475,29.312346,8.765268,Bacia Metropolitana,27.14,0 a 50,0 a 50,0 a 50
-38.5,-3.75,5,2015,49.625313,58.67367,14.9880295,Bacia Metropolitana,73.71,0 a 50,50.1 a 100,0 a 50
-41.0,-5.0,5,2015,30.010355,18.476828,0.5258936,Bacia da Serra da Ibiapaba,28.4,0 a 50,0 a 50,0 a 50
-41.0,-4.75,5,2015,33.920944,24.401371,2.9320662,Bacia da Serra da Ibiapaba,40.37,0 a 50,0 a 50,0 a 50
-41.0,-4.5,5,2015,33.6059,24.401613,4.10066,Bacia da Serra da Ibiapaba,33.02,0 a 50,0 a 50,0 a 50
-41.0,-4.25,5,2015,47.328968,42.953533,9.427102,Bacia da Serra da Ibiapaba,80.4,0 a 50,0 a 50,0 a 50
-41.0,-4.0,5,2015,48.98472,39.455074,14.601545,Bacia da Serra da Ibiapaba,100.46,0 a 50,0 a 50,0 a 50
-41.25,-3.75,5,2015,43.522064,36.40799,10.6267805,Bacia da Serra da Ibiapaba,78.59,0 a 50,0 a 50,0 a 50
-41.25,-3.5,5,2015,34.729927,31.000816,10.432165,Bacia da Serra da Ibiapaba,80.89,0 a 50,0 a 50,0 a 50
-40.75,-4.5,5,2015,36.514442,26.108006,4.9872584,Bacia do Acaraú,75.32,0 a 50,0 a 50,0 a 50
-40.5,-4.5,5,2015,32.637283,27.504461,2.063096,Bacia do Acaraú,61.74,0 a 50,0 a 50,0 a 50
-40.75,-4.25,5,2015,48.00193,40.915028,15.709296,Bacia do Acaraú,117.39,0 a 50,0 a 50,0 a 50
-40.5,-4.25,5,2015,36.724483,30.431984,3.8347924,Bacia do Acaraú,66.51,0 a 50,0 a 50,0 a 50
-40.0,-4.25,5,2015,33.421448,28.868492,1.9882569,Bacia do Acaraú,37.91,0 a 50,0 a 50,0 a 50
-40.75,-4.0,5,2015,51.845795,44.572002,17.60951,Bacia do Acaraú,98.74,50.1 a 100,0 a 50,0 a 50
-40.5,-4.0,5,2015,36.10408,26.890581,4.3824534,Bacia do Acaraú,59.68,0 a 50,0 a 50,0 a 50
-40.25,-4.0,5,2015,37.82627,30.341307,2.9217992,Bacia do Acaraú,35.21,0 a 50,0 a 50,0 a 50
-40.5,-3.75,5,2015,34.198048,26.815699,4.431788,Bacia do Acaraú,70.98,0 a 50,0 a 50,0 a 50
-40.25,-3.75,5,2015,38.49474,29.815454,5.5348735,Bacia do Acaraú,59.96,0 a 50,0 a 50,0 a 50
-40.5,-3.5,5,2015,37.958145,31.973553,12.0359535,Bacia do Acaraú,92.72,0 a 50,0 a 50,0 a 50
-40.25,-3.5,5,2015,32.94004,31.68153,4.9384255,Bacia do Acaraú,57.78,0 a 50,0 a 50,0 a 50
-40.25,-3.25,5,2015,36.460327,35.2089,4.4783144,Bacia do Acaraú,54.53,0 a 50,0 a 50,0 a 50
-40.5,-7.25,5,2015,22.481775,17.241156,0.5602309,Bacia do Alto Jaguaribe,35.26,0 a 50,0 a 50,0 a 50
-39.75,-7.25,5,2015,25.176842,32.36947,3.5841513,Bacia do Alto Jaguaribe,83.18,0 a 50,0 a 50,0 a 50
-40.0,-7.0,5,2015,24.562506,21.501053,2.2492378,Bacia do Alto Jaguaribe,52.25,0 a 50,0 a 50,0 a 50
-39.75,-7.0,5,2015,25.698948,38.84162,5.395214,Bacia do Alto Jaguaribe,80.9,0 a 50,0 a 50,0 a 50
-39.5,-7.0,5,2015,26.704237,36.03428,6.373363,Bacia do Alto Jaguaribe,81.17,0 a 50,0 a 50,0 a 50
-39.75,-6.75,5,2015,24.978918,25.06769,3.0309968,Bacia do Alto Jaguaribe,66.32,0 a 50,0 a 50,0 a 50
-39.5,-6.75,5,2015,27.591475,34.21901,5.580383,Bacia do Alto Jaguaribe,76.99,0 a 50,0 a 50,0 a 50
-39.5,-6.5,5,2015,25.374348,25.30229,0.021050032,Bacia do Alto Jaguaribe,89.85,0 a 50,0 a 50,0 a 50
-39.25,-6.5,5,2015,24.589926,30.962246,2.8518648,Bacia do Alto Jaguaribe,92.55,0 a 50,0 a 50,0 a 50
-40.75,-6.25,5,2015,24.672571,14.422259,1.7965935,Bacia do Alto Jaguaribe,51.85,0 a 50,0 a 50,0 a 50
-39.75,-6.25,5,2015,30.595367,26.027477,3.0810597,Bacia do Alto Jaguaribe,81.31,0 a 50,0 a 50,0 a 50
-39.5,-6.25,5,2015,26.889643,24.706566,1.0938398,Bacia do Alto Jaguaribe,108.79,0 a 50,0 a 50,0 a 50
-39.25,-6.25,5,2015,26.882591,31.040838,2.9521232,Bacia do Alto Jaguaribe,98.65,0 a 50,0 a 50,0 a 50
-39.0,-6.25,5,2015,29.855127,31.459991,5.1519356,Bacia do Alto Jaguaribe,72.44,0 a 50,0 a 50,0 a 50
-39.5,-6.0,5,2015,46.329075,26.0561,2.6332388,Bacia do Alto Jaguaribe,96.67,0 a 50,0 a 50,0 a 50
-39.25,-6.0,5,2015,35.519005,31.163555,1.8652595,Bacia do Alto Jaguaribe,75.71,0 a 50,0 a 50,0 a 50
-38.0,-5.25,5,2015,34.176826,19.74285,1.0411385,Bacia do Baixo Jaguaribe,43.47,0 a 50,0 a 50,0 a 50
-38.25,-5.0,5,2015,36.280174,21.537378,3.0214849,Bacia do Baixo Jaguaribe,53.1,0 a 50,0 a 50,0 a 50
-37.75,-5.0,5,2015,31.08536,19.273367,0.74663335,Bacia do Baixo Jaguaribe,41.15,0 a 50,0 a 50,0 a 50
-38.25,-4.75,5,2015,36.620163,27.592587,5.846162,Bacia do Baixo Jaguaribe,47.8,0 a 50,0 a 50,0 a 50
-38.0,-4.75,5,2015,36.99053,24.239313,3.7250893,Bacia do Baixo Jaguaribe,29.43,0 a 50,0 a 50,0 a 50
-37.75,-4.75,5,2015,37.239574,23.826517,3.6073482,Bacia do Baixo Jaguaribe,16.43,0 a 50,0 a 50,0 a 50
-37.5,-4.75,5,2015,37.360844,23.826517,3.6073482,Bacia do Baixo Jaguaribe,27.08,0 a 50,0 a 50,0 a 50
-37.75,-4.5,5,2015,35.47483,47.9481,4.529483,Bacia do Baixo Jaguaribe,22.03,0 a 50,0 a 50,0 a 50
-39.75,-6.0,5,2015,43.84604,26.980894,2.1556838,Bacia do Banabuiú,71.51,0 a 50,0 a 50,0 a 50
-40.0,-5.75,5,2015,29.087301,21.067324,0.3496223,Bacia do Banabuiú,38.46,0 a 50,0 a 50,0 a 50
-39.75,-5.75,5,2015,45.385754,25.929432,1.388453,Bacia do Banabuiú,77.32,0 a 50,0 a 50,0 a 50
-39.75,-5.5,5,2015,47.016514,25.109737,1.6090479,Bacia do Banabuiú,77.65,0 a 50,0 a 50,0 a 50
-39.25,-5.5,5,2015,37.66305,21.607973,2.6301136,Bacia do Banabuiú,68.88,0 a 50,0 a 50,0 a 50
-39.0,-5.5,5,2015,35.05332,24.615519,3.5522175,Bacia do Banabuiú,54.77,0 a 50,0 a 50,0 a 50
-39.5,-5.25,5,2015,38.03127,20.015415,0.14487803,Bacia do Banabuiú,61.13,0 a 50,0 a 50,0 a 50
-39.25,-5.25,5,2015,38.976418,23.552202,3.2490647,Bacia do Banabuiú,59.5,0 a 50,0 a 50,0 a 50
-39.0,-5.25,5,2015,38.072773,23.815395,4.2349434,Bacia do Banabuiú,55.23,0 a 50,0 a 50,0 a 50
-38.75,-5.25,5,2015,36.996517,21.170155,3.3086548,Bacia do Banabuiú,50.71,0 a 50,0 a 50,0 a 50
-38.5,-5.25,5,2015,39.47335,27.125183,1.5963382,Bacia do Banabuiú,50.34,0 a 50,0 a 50,0 a 50
-40.0,-5.0,5,2015,38.507652,20.113644,1.5585487,Bacia do Banabuiú,41.17,0 a 50,0 a 50,0 a 50
-39.25,-5.0,5,2015,39.140278,20.539757,1.9552624,Bacia do Banabuiú,85.44,0 a 50,0 a 50,0 a 50
-39.0,-5.0,5,2015,36.804066,21.98716,3.748538,Bacia do Banabuiú,78.59,0 a 50,0 a 50,0 a 50
-38.75,-5.0,5,2015,37.134983,22.77567,3.308333,Bacia do Banabuiú,86.9,0 a 50,0 a 50,0 a 50
-38.5,-5.0,5,2015,38.376232,26.465343,1.0891228,Bacia do Banabuiú,62.24,0 a 50,0 a 50,0 a 50
-39.5,-4.5,5,2015,46.103615,25.917147,0.28197607,Bacia do Banabuiú,54.74,0 a 50,0 a 50,0 a 50
-41.0,-3.75,5,2015,54.781937,45.741833,15.746387,Bacia do Coreaú,111.0,50.1 a 100,0 a 50,0 a 50
-40.75,-3.75,5,2015,40.12282,35.66069,12.907256,Bacia do Coreaú,77.2,0 a 50,0 a 50,0 a 50
-41.0,-3.5,5,2015,42.176548,39.979797,13.635904,Bacia do Coreaú,94.96,0 a 50,0 a 50,0 a 50
-40.75,-3.5,5,2015,37.931866,29.59203,7.509353,Bacia do Coreaú,59.98,0 a 50,0 a 50,0 a 50
-41.25,-3.25,5,2015,32.050003,26.580252,6.3156734,Bacia do Coreaú,43.44,0 a 50,0 a 50,0 a 50
-41.0,-3.25,5,2015,33.232643,29.849815,8.561338,Bacia do Coreaú,75.14,0 a 50,0 a 50,0 a 50
-40.75,-3.25,5,2015,37.47835,27.863407,4.9988823,Bacia do Coreaú,68.23,0 a 50,0 a 50,0 a 50
-40.5,-3.25,5,2015,38.122204,33.172173,6.817499,Bacia do Coreaú,77.23,0 a 50,0 a 50,0 a 50
-41.25,-3.0,5,2015,31.64491,24.213474,4.694699,Bacia do Coreaú,40.68,0 a 50,0 a 50,0 a 50
-41.0,-3.0,5,2015,32.366085,27.887585,6.4005027,Bacia do Coreaú,62.32,0 a 50,0 a 50,0 a 50
-40.75,-3.0,5,2015,38.118706,29.44817,8.397205,Bacia do Coreaú,64.34,0 a 50,0 a 50,0 a 50
-40.5,-3.0,5,2015,36.997135,36.523796,11.8342085,Bacia do Coreaú,54.49,0 a 50,0 a 50,0 a 50
-40.25,-3.0,5,2015,36.091316,35.024513,10.302558,Bacia do Coreaú,39.26,0 a 50,0 a 50,0 a 50
-39.25,-4.5,5,2015,46.02235,28.54254,2.3058097,Bacia do Curu,48.79,0 a 50,0 a 50,0 a 50
-39.5,-4.25,5,2015,38.333412,25.95582,1.9324976,Bacia do Curu,37.1,0 a 50,0 a 50,0 a 50
-39.25,-4.25,5,2015,40.644085,28.072746,2.387241,Bacia do Curu,32.29,0 a 50,0 a 50,0 a 50
-39.0,-4.25,5,2015,53.293125,34.64318,9.802099,Bacia do Curu,58.04,50.1 a 100,0 a 50,0 a 50
-39.75,-4.0,5,2015,35.87016,24.845446,1.7407887,Bacia do Curu,48.3,0 a 50,0 a 50,0 a 50
-39.5,-4.0,5,2015,35.9254,26.943575,4.990402,Bacia do Curu,39.89,0 a 50,0 a 50,0 a 50
-39.25,-4.0,5,2015,41.244915,27.916489,5.0129795,Bacia do Curu,27.82,0 a 50,0 a 50,0 a 50
-39.0,-4.0,5,2015,42.22502,28.237617,6.6783123,Bacia do Curu,23.47,0 a 50,0 a 50,0 a 50
-39.5,-3.75,5,2015,35.798107,21.698412,3.374816,Bacia do Curu,32.7,0 a 50,0 a 50,0 a 50
-39.25,-3.75,5,2015,37.25159,24.076763,4.3708506,Bacia do Curu,26.67,0 a 50,0 a 50,0 a 50
-40.0,-4.0,5,2015,33.542717,25.50524,3.051265,Bacia do Litoral,26.37,0 a 50,0 a 50,0 a 50
-40.0,-3.75,5,2015,31.991983,23.56387,0.82987136,Bacia do Litoral,38.49,0 a 50,0 a 50,0 a 50
-39.75,-3.75,5,2015,34.653236,19.480844,1.1946366,Bacia do Litoral,23.66,0 a 50,0 a 50,0 a 50
-40.0,-3.5,5,2015,35.902164,26.083168,2.2411685,Bacia do Litoral,44.32,0 a 50,0 a 50,0 a 50
-39.75,-3.5,5,2015,39.07338,23.797033,5.436365,Bacia do Litoral,30.02,0 a 50,0 a 50,0 a 50
-39.5,-3.5,5,2015,34.909508,20.747618,0.7401852,Bacia do Litoral,28.18,0 a 50,0 a 50,0 a 50
-40.0,-3.25,5,2015,36.605537,30.68096,4.3232937,Bacia do Litoral,40.37,0 a 50,0 a 50,0 a 50
-39.75,-3.25,5,2015,41.207195,31.266623,6.4121075,Bacia do Litoral,38.45,0 a 50,0 a 50,0 a 50
-40.0,-3.0,5,2015,38.025528,36.72068,9.317983,Bacia do Litoral,52.6,0 a 50,0 a 50,0 a 50
-39.75,-3.0,5,2015,41.80567,33.36824,12.499981,Bacia do Litoral,64.53,0 a 50,0 a 50,0 a 50
-38.75,-6.25,5,2015,28.294521,28.460201,4.008432,Bacia do Medio Jaguaribe,37.55,0 a 50,0 a 50,0 a 50
-39.0,-6.0,5,2015,37.326862,30.306177,2.9367952,Bacia do Medio Jaguaribe,57.67,0 a 50,0 a 50,0 a 50
-38.75,-6.0,5,2015,34.924145,28.474537,2.9773777,Bacia do Medio Jaguaribe,36.02,0 a 50,0 a 50,0 a 50
-38.5,-6.0,5,2015,34.14883,25.713198,1.9784863,Bacia do Medio Jaguaribe,44.38,0 a 50,0 a 50,0 a 50
-38.25,-6.0,5,2015,32.320328,25.889198,3.1087725,Bacia do Medio Jaguaribe,59.24,0 a 50,0 a 50,0 a 50
-39.25,-5.75,5,2015,37.11232,22.94362,0.5292358,Bacia do Medio Jaguaribe,55.82,0 a 50,0 a 50,0 a 50
-39.0,-5.75,5,2015,36.263252,23.891365,3.386417,Bacia do Medio Jaguaribe,49.42,0 a 50,0 a 50,0 a 50
-38.75,-5.75,5,2015,36.01318,22.951246,2.3408637,Bacia do Medio Jaguaribe,50.86,0 a 50,0 a 50,0 a 50
-38.5,-5.75,5,2015,34.329193,22.595121,1.1191669,Bacia do Medio Jaguaribe,52.11,0 a 50,0 a 50,0 a 50
-38.25,-5.75,5,2015,32.923363,24.124363,1.9732215,Bacia do Medio Jaguaribe,49.26,0 a 50,0 a 50,0 a 50
-38.75,-5.5,5,2015,36.582714,19.907093,2.4298077,Bacia do Medio Jaguaribe,49.63,0 a 50,0 a 50,0 a 50
-38.5,-5.5,5,2015,45.675037,29.29032,1.2738286,Bacia do Medio Jaguaribe,51.8,0 a 50,0 a 50,0 a 50
-38.25,-5.5,5,2015,33.93941,22.725899,1.6470556,Bacia do Medio Jaguaribe,41.81,0 a 50,0 a 50,0 a 50
-38.0,-5.5,5,2015,32.976837,21.639647,0.24952728,Bacia do Medio Jaguaribe,31.22,0 a 50,0 a 50,0 a 50
-38.25,-5.25,5,2015,34.78748,22.354193,2.6343238,Bacia do Medio Jaguaribe,57.89,0 a 50,0 a 50,0 a 50
-39.0,-7.75,5,2015,21.32673,29.109013,4.5557127,Bacia do Salgado,40.79,0 a 50,0 a 50,0 a 50
-39.25,-7.5,5,2015,27.690212,37.882996,8.49884,Bacia do Salgado,68.72,0 a 50,0 a 50,0 a 50
-39.0,-7.5,5,2015,24.152376,37.635292,9.100925,Bacia do Salgado,61.34,0 a 50,0 a 50,0 a 50
-38.75,-7.5,5,2015,28.119991,35.195385,7.768656,Bacia do Salgado,71.12,0 a 50,0 a 50,0 a 50
-39.5,-7.25,5,2015,26.640015,36.974026,4.675713,Bacia do Salgado,106.76,0 a 50,0 a 50,0 a 50
-39.25,-7.25,5,2015,27.208994,38.129948,6.25555,Bacia do Salgado,89.0,0 a 50,0 a 50,0 a 50
-39.0,-7.25,5,2015,26.010567,36.760735,5.4833603,Bacia do Salgado,86.77,0 a 50,0 a 50,0 a 50
-38.75,-7.25,5,2015,28.262243,38.475414,6.2980385,Bacia do Salgado,66.47,0 a 50,0 a 50,0 a 50
-39.25,-7.0,5,2015,29.617722,52.607975,10.064309,Bacia do Salgado,99.34,0 a 50,50.1 a 100,0 a 50
-39.0,-7.0,5,2015,31.212376,39.039997,6.379328,Bacia do Salgado,87.29,0 a 50,0 a 50,0 a 50
-38.75,-7.0,5,2015,25.931572,39.243404,7.442584,Bacia do Salgado,67.85,0 a 50,0 a 50,0 a 50
-39.25,-6.75,5,2015,27.500164,35.805943,7.42016,Bacia do Salgado,72.62,0 a 50,0 a 50,0 a 50
-39.0,-6.75,5,2015,24.545967,37.39667,9.407976,Bacia do Salgado,75.33,0 a 50,0 a 50,0 a 50
-38.75,-6.75,5,2015,26.36364,31.28827,6.645816,Bacia do Salgado,75.15,0 a 50,0 a 50,0 a 50
-39.0,-6.5,5,2015,26.187565,31.375801,5.0945234,Bacia do Salgado,91.46,0 a 50,0 a 50,0 a 50
